p_station,long,lat,incidentdate,passengers,maincategory,injuredpersons,county,constituency
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-09-14T00:00:00Z,51,INJURY,1,Nairobi,Kasarani
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-09T00:00:00Z,29,INJURY,1,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-09-12T00:00:00Z,48,INJURY,1,Nairobi,Kasarani
GILGIL POLICE STATION,36.4385605,-0.7247779000000001,2011-09-09T00:00:00Z,8,INJURY,0,NA,NA
KAREN POLICE STATION,36.7062672,-1.3219421,2011-04-27T00:00:00Z,37,INJURY,0,Nairobi,Langata
THIKA POLICE STATION,37.0754725,-1.03806,2011-09-12T00:00:00Z,14,NON INJURY,0,Kiambu,Thika Town
MWINGI POLICE STATION,38.06127550000001,-0.9321472000000001,2009-08-13T00:00:00Z,14,INJURY,0,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2010-07-26T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
MERU POLICE STATION,37.6521474,0.04736240000000001,2011-09-06T00:00:00Z,46,INJURY,1,NA,NA
KASARANI POLICE DIVISION ( HQ),36.8940529,-1.2195529,2011-09-05T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2011-09-10T00:00:00Z,14,INJURY,1,NA,NA
NANDI HILLS POLICE SATATION,77.6840364,13.3695417,2011-09-08T00:00:00Z,65,INJURY,3,NA,NA
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-09-14T00:00:00Z,14,NON INJURY,0,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-16T00:00:00Z,14,INJURY,0,Nairobi,Starehe
NAIROBI AREA  POLICE STATION,36.80772,-1.29727,2011-09-06T00:00:00Z,25,INJURY,0,Nairobi,Kibra
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2011-09-14T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi East
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-08-27T00:00:00Z,14,INJURY,1,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-09-17T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-09-15T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
TARAKWA POLICE STATION,35.4357684,0.2115721,2011-09-12T00:00:00Z,71,INJURY,69,NA,NA
KIBWEZI POLICE STATION,37.9643673,-2.4117896,2011-09-17T00:00:00Z,41,INJURY,1,NA,NA
MAKINDU POLICE POST,37.8233141,-2.2809927,2011-09-18T00:00:00Z,41,INJURY,3,NA,NA
AWASI POLICE STATION,35.0740866,-0.1615229,2011-09-10T00:00:00Z,14,INJURY,1,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-09-15T00:00:00Z,14,INJURY,3,Nairobi,Kasarani
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2011-09-17T00:00:00Z,14,INJURY,9,NA,NA
MWINGI POLICE STATION,38.06127550000001,-0.9321472000000001,2011-09-19T00:00:00Z,62,INJURY,52,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2011-08-26T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-09-15T00:00:00Z,14,INJURY,5,Nairobi,Kasarani
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-12T00:00:00Z,14,INJURY,1,Nairobi,Starehe
CENTRAL POLICE STATION-NAKURU,36.0701438,-0.2883555,2011-09-16T00:00:00Z,14,INJURY,0,NA,NA
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-09-12T00:00:00Z,14,INJURY,1,Nairobi,Starehe
THIKA POLICE STATION,37.0754725,-1.03806,2011-09-15T00:00:00Z,14,INJURY,1,Kiambu,Thika Town
DANDORA POLICE STATION,36.8932522,-1.2558642,2011-08-21T00:00:00Z,14,INJURY,1,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2011-09-09T00:00:00Z,25,NON INJURY,0,Nairobi,Embakasi West
LIKONI POLICE STATION,39.6555349,-4.0825334,2011-09-15T00:00:00Z,14,INJURY,1,NA,NA
MERU POLICE STATION,37.6521474,0.04736240000000001,2011-09-12T00:00:00Z,14,INJURY,1,NA,NA
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2011-08-17T00:00:00Z,14,NON INJURY,0,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2011-09-08T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
ATHI RIVER POLICE STATION,36.9850203,-1.4518996,2011-09-16T00:00:00Z,14,INJURY,0,Machakos,Mavoko
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2011-09-20T00:00:00Z,14,INJURY,0,Nairobi,Westlands
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2011-09-02T00:00:00Z,29,INJURY,0,Nairobi,Embakasi East
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-15T00:00:00Z,14,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2011-09-14T00:00:00Z,14,INJURY,0,Nairobi,Westlands
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2011-08-28T00:00:00Z,14,NON INJURY,0,NA,NA
MAKUYU POLICE STATION,37.1929479,-0.9066025,2011-09-03T00:00:00Z,14,NON INJURY,0,Murang'a,Maragwa
KAREN POLICE STATION,36.7062672,-1.3219421,2011-09-20T00:00:00Z,14,INJURY,0,Nairobi,Langata
LITEIN POLICE STATION,35.1898393,-0.5804039999999999,2011-09-15T00:00:00Z,14,INJURY,1,NA,NA
MARIMANTI POLICE STATION,37.9845616,-0.1458447,2011-09-02T00:00:00Z,8,INJURY,0,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-12T00:00:00Z,14,INJURY,0,Nairobi,Starehe
KASARANI POLICE DIVISION ( HQ),36.8940529,-1.2195529,2011-09-16T00:00:00Z,14,INJURY,0,Nairobi,Kasarani
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-09-08T00:00:00Z,29,INJURY,0,Nairobi,Makadara
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-19T00:00:00Z,14,INJURY,4,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-05-01T00:00:00Z,41,INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2011-08-22T00:00:00Z,14,INJURY,0,NA,NA
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-09-20T00:00:00Z,14,INJURY,1,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-20T00:00:00Z,14,INJURY,2,Nairobi,Starehe
NJORO POLICE STATION,35.9449375,-0.3316265,2011-09-17T00:00:00Z,14,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-08-06T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-17T00:00:00Z,14,INJURY,1,Nairobi,Starehe
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-09-20T00:00:00Z,14,INJURY,1,Nairobi,Makadara
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-21T00:00:00Z,46,NON INJURY,0,Nairobi,Starehe
BURU BURU POLICE STATION,36.879342,-1.279412,2011-09-21T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi West
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2011-02-11T00:00:00Z,14,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-08-26T00:00:00Z,25,INJURY,0,Nairobi,Starehe
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-09-09T00:00:00Z,25,INJURY,0,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-17T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MARIAKANI POLICE STATION,39.4692327,-3.8611178,2011-09-18T00:00:00Z,14,INJURY,2,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2011-09-18T00:00:00Z,14,INJURY,1,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-07-29T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
JUJA POLICE STATION,37.0176762,-1.1042346,2011-09-17T00:00:00Z,14,INJURY,0,Kiambu,Juja
BURU BURU POLICE STATION,36.879342,-1.279412,2011-09-21T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi West
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-14T00:00:00Z,14,INJURY,10,Nairobi,Dagoretti North
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-24T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
MAKUYU POLICE STATION,37.1929479,-0.9066025,2011-09-03T00:00:00Z,14,INJURY,1,Murang'a,Maragwa
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-09-05T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
THIKA POLICE STATION,37.0754725,-1.03806,2011-09-22T00:00:00Z,8,INJURY,1,Kiambu,Thika Town
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-08-24T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-20T00:00:00Z,14,INJURY,1,NA,NA
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2011-09-19T00:00:00Z,14,INJURY,1,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-14T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KABETE POLICE STATION,36.7262163,-1.2624066,2011-09-17T00:00:00Z,25,INJURY,1,Nairobi,Westlands
JUJA POLICE STATION,37.0176762,-1.1042346,2011-09-19T00:00:00Z,14,INJURY,3,Kiambu,Juja
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-09-19T00:00:00Z,13,NON INJURY,0,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-09-08T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-19T00:00:00Z,28,INJURY,0,Nairobi,Dagoretti North
MERU POLICE STATION,37.6521474,0.04736240000000001,2011-09-24T00:00:00Z,30,INJURY,0,NA,NA
NTUNGAMO POLICE STATION,30.2695763,-0.8680798,2011-09-18T00:00:00Z,46,INJURY,4,NA,NA
KABETE POLICE STATION,36.7262163,-1.2624066,2011-09-19T00:00:00Z,14,INJURY,0,Nairobi,Westlands
MAKUPA POLICE STATION,39.6582959,-4.0427702,2011-09-21T00:00:00Z,14,NON INJURY,0,NA,NA
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2011-09-16T00:00:00Z,13,INJURY,2,Kajiado,Kajiado North
KAYOLE POLICE STATION,36.9261067,-1.2644254,2011-09-21T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-09-21T00:00:00Z,14,INJURY,2,Nairobi,Makadara
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2011-09-19T00:00:00Z,14,NON INJURY,0,Kajiado,Kajiado North
LANGATA POLICE DIVISION HQ,36.7818749,-1.3321385,2011-09-24T00:00:00Z,14,INJURY,1,Nairobi,Langata
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-16T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
BAMBURI POLICE STATION,39.71387730000001,-4.0016118,2011-09-05T00:00:00Z,13,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2010-12-03T00:00:00Z,14,INJURY,0,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2011-09-26T00:00:00Z,14,INJURY,4,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2010-07-02T00:00:00Z,14,INJURY,0,Nairobi,Starehe
TIGONI POLICE STATION,36.6735756,-1.1272436,2011-09-26T00:00:00Z,14,INJURY,1,Kiambu,Limuru
GILGIL POLICE STATION,36.4385605,-0.7247779000000001,2011-09-19T00:00:00Z,14,INJURY,1,NA,NA
DIANI POLICE STATION,39.5671508,-4.2827877,2011-09-20T00:00:00Z,14,INJURY,2,NA,NA
TIGONI POLICE STATION,36.6735756,-1.1272436,2011-09-21T00:00:00Z,14,INJURY,14,Kiambu,Limuru
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-09T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MAKUYU POLICE STATION,37.1929479,-0.9066025,2011-09-23T00:00:00Z,14,INJURY,4,Murang'a,Maragwa
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-09-27T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KAYOLE POLICE STATION,36.9261067,-1.2644254,2011-09-19T00:00:00Z,46,NON INJURY,0,Nairobi,Embakasi Central
TIMAU POLICE STATION,37.2422361,0.0866675,2011-09-21T00:00:00Z,14,NON INJURY,0,NA,NA
MUDETE POLICE STATION,34.7694503,0.1118202,2011-08-22T00:00:00Z,14,INJURY,0,NA,NA
RUIRU POLICE STATION,36.9593125,-1.1449416,2011-09-24T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-24T00:00:00Z,14,INJURY,2,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-07-01T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
KANGUNDO POLICE STATION,37.3150423,-1.2681441,2011-09-17T00:00:00Z,14,INJURY,6,Machakos,Matungulu
GIGIRI POLICE STATION,36.8095575,-1.2363428,2011-09-26T00:00:00Z,13,NON INJURY,0,Nairobi,Westlands
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-24T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
GILGIL POLICE STATION,36.4385605,-0.7247779000000001,2011-09-23T00:00:00Z,11,INJURY,2,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-26T00:00:00Z,25,INJURY,1,Nairobi,Starehe
KIKUYU POLICE STATION,36.6636128,-1.2433244,2011-09-16T00:00:00Z,14,NON INJURY,0,Kiambu,Kikuyu
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-28T00:00:00Z,51,NON INJURY,0,Nairobi,Dagoretti North
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-23T00:00:00Z,33,INJURY,1,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-09-20T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-08-25T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-04-22T00:00:00Z,25,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-07-13T00:00:00Z,50,NON INJURY,0,Nairobi,Starehe
KAYOLE POLICE STATION,36.9261067,-1.2644254,2011-08-18T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
KAYOLE POLICE STATION,36.9261067,-1.2644254,2011-09-27T00:00:00Z,14,INJURY,1,Nairobi,Embakasi Central
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-09-23T00:00:00Z,25,INJURY,1,Nairobi,Makadara
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2011-09-27T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-14T00:00:00Z,51,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-17T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-07-01T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-21T00:00:00Z,14,INJURY,1,Nairobi,Starehe
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-27T00:00:00Z,14,INJURY,1,NA,NA
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-29T00:00:00Z,26,INJURY,1,NA,NA
MOLO POLICE STATION,122.5446352,10.6969724,2011-09-27T00:00:00Z,14,NON INJURY,0,NA,NA
KIKUYU POLICE STATION,36.6636128,-1.2433244,2011-09-25T00:00:00Z,14,NON INJURY,0,Kiambu,Kikuyu
KILIMANI DIVISIONAL HQ,36.80772,-1.29727,2011-09-17T00:00:00Z,50,NON INJURY,0,Nairobi,Kibra
GATUNDU POLICE STATION,36.9018625,-1.0109663,2011-09-22T00:00:00Z,14,INJURY,1,Kiambu,Gatundu South
MAKUYU POLICE STATION,37.1929479,-0.9066025,2011-09-04T00:00:00Z,14,NON INJURY,0,Murang'a,Maragwa
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-17T00:00:00Z,37,NON INJURY,0,Nairobi,Dagoretti North
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-09-18T00:00:00Z,13,NON INJURY,0,Nairobi,Starehe
DIANI POLICE STATION,39.5671508,-4.2827877,2011-09-20T00:00:00Z,14,INJURY,2,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-18T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
LITEIN POLICE STATION,35.1898393,-0.5804039999999999,2011-09-25T00:00:00Z,14,INJURY,1,NA,NA
CHUKA POLICE STATION,37.64880720000001,-0.3309361,2011-09-17T00:00:00Z,14,NON INJURY,0,NA,NA
KAYOLE POLICE STATION,36.9261067,-1.2644254,2011-09-17T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-26T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
MAKUPA POLICE STATION,39.6582959,-4.0427702,2011-09-21T00:00:00Z,14,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-07-04T00:00:00Z,67,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-22T00:00:00Z,54,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-29T00:00:00Z,14,INJURY,3,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-16T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-18T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
LANGATA POLICE STATION,36.7420212,-1.3651286,2011-06-14T00:00:00Z,14,NON INJURY,0,Nairobi,Langata
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-19T00:00:00Z,46,INJURY,1,Nairobi,Starehe
LANGATA POLICE STATION,36.7420212,-1.3651286,2011-06-18T00:00:00Z,14,NON INJURY,0,Nairobi,Langata
KERUGOYA POLICE STATION,37.2821903,-0.4974898999999999,2011-09-24T00:00:00Z,14,INJURY,1,NA,NA
LANGATA POLICE STATION,36.7420212,-1.3651286,2011-09-26T00:00:00Z,14,INJURY,1,Nairobi,Langata
MAKUPA POLICE STATION,39.6582959,-4.0427702,2011-09-27T00:00:00Z,13,INJURY,1,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-28T00:00:00Z,29,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-08-02T00:00:00Z,14,INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-19T00:00:00Z,29,INJURY,0,Nairobi,Dagoretti North
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-10-01T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-17T00:00:00Z,33,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-05-23T00:00:00Z,51,NON INJURY,0,Nairobi,Dagoretti North
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-28T00:00:00Z,14,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2011-09-28T00:00:00Z,14,INJURY,1,NA,NA
NYALI POLICE STATION,39.6932239,-4.0525078,2010-05-29T00:00:00Z,14,INJURY,0,NA,NA
KABETE POLICE STATION,36.7262163,-1.2624066,2011-09-21T00:00:00Z,67,NON INJURY,0,Nairobi,Westlands
KIKUYU POLICE STATION,36.6636128,-1.2433244,2011-09-29T00:00:00Z,11,NON INJURY,0,Kiambu,Kikuyu
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-18T00:00:00Z,29,INJURY,1,Nairobi,Dagoretti North
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2011-09-28T00:00:00Z,49,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-29T00:00:00Z,25,INJURY,1,Nairobi,Starehe
NJORO POLICE STATION,35.9449375,-0.3316265,2011-09-27T00:00:00Z,14,INJURY,1,NA,NA
UPLANDS POLICE STATION,36.63999099999999,-1.0395239,2011-10-01T00:00:00Z,51,INJURY,2,Kiambu,Lari
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-27T00:00:00Z,14,INJURY,1,NA,NA
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2011-09-29T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
KASARANI POLICE DIVISION ( HQ),36.8940529,-1.2195529,2011-09-03T00:00:00Z,36,NON INJURY,0,Nairobi,Kasarani
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-05-08T00:00:00Z,26,INJURY,0,Nairobi,Starehe
GIGIRI POLICE STATION,36.8095575,-1.2363428,2011-09-13T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
BURU BURU POLICE STATION,36.879342,-1.279412,2011-09-29T00:00:00Z,14,INJURY,1,Nairobi,Embakasi West
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2011-09-28T00:00:00Z,13,INJURY,1,NA,NA
NYALI POLICE STATION,39.6932239,-4.0525078,2011-09-28T00:00:00Z,14,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-10-03T00:00:00Z,51,INJURY,1,Nairobi,Starehe
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-26T00:00:00Z,14,NON INJURY,0,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-10-02T00:00:00Z,14,INJURY,1,Nairobi,Starehe
KABETE POLICE STATION,36.7262163,-1.2624066,2011-10-01T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-17T00:00:00Z,29,INJURY,1,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-07-08T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
KABETE POLICE STATION,36.7262163,-1.2624066,2011-10-02T00:00:00Z,14,INJURY,1,Nairobi,Westlands
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-10-02T00:00:00Z,14,INJURY,0,Nairobi,Kasarani
BURU BURU POLICE STATION,36.879342,-1.279412,2011-10-02T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi West
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-30T00:00:00Z,14,INJURY,1,NA,NA
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2011-10-01T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
KASARANI POLICE STATION,36.8932931,-1.2195671,2011-10-02T00:00:00Z,51,NON INJURY,0,Nairobi,Kasarani
MAKUPA POLICE STATION,39.6582959,-4.0427702,2011-09-19T00:00:00Z,13,INJURY,1,NA,NA
KANGUNDO POLICE STATION,37.3150423,-1.2681441,2011-10-01T00:00:00Z,14,INJURY,1,Machakos,Matungulu
CENTRAL POLICE STATION-NAKURU,36.0701438,-0.2883555,2011-10-01T00:00:00Z,14,INJURY,1,NA,NA
JUJA POLICE STATION,37.0176762,-1.1042346,2011-10-03T00:00:00Z,14,INJURY,1,Kiambu,Juja
KABETE POLICE STATION,36.7262163,-1.2624066,2011-10-03T00:00:00Z,14,INJURY,1,Nairobi,Westlands
NJORO POLICE STATION,35.9449375,-0.3316265,2011-09-30T00:00:00Z,14,INJURY,14,NA,NA
BURU BURU POLICE STATION,36.879342,-1.279412,2011-09-28T00:00:00Z,14,INJURY,1,Nairobi,Embakasi West
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-29T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-24T00:00:00Z,14,NON INJURY,0,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-15T00:00:00Z,33,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-17T00:00:00Z,25,NON INJURY,0,Nairobi,Dagoretti North
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2011-10-03T00:00:00Z,14,INJURY,3,NA,NA
LANGATA POLICE DIVISION HQ,36.7818749,-1.3321385,2011-06-23T00:00:00Z,14,INJURY,1,Nairobi,Langata
MAKUPA POLICE STATION,39.6582959,-4.0427702,2011-09-28T00:00:00Z,14,INJURY,1,NA,NA
MAKUYU POLICE STATION,37.1929479,-0.9066025,2011-10-02T00:00:00Z,14,INJURY,0,Murang'a,Maragwa
CENTRAL POLICE STATION-NAKURU,36.0701438,-0.2883555,2011-09-26T00:00:00Z,14,INJURY,1,NA,NA
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2011-09-29T00:00:00Z,14,INJURY,1,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-29T00:00:00Z,44,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-09-28T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
NAIROBI AREA  POLICE STATION,36.80772,-1.29727,2011-09-29T00:00:00Z,51,NON INJURY,0,Nairobi,Kibra
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2011-10-01T00:00:00Z,14,INJURY,1,Nairobi,Embakasi East
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-09-30T00:00:00Z,37,INJURY,1,Nairobi,Starehe
MARIAKANI POLICE STATION,39.4692327,-3.8611178,2011-10-01T00:00:00Z,14,INJURY,1,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2011-09-27T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
MUMIAS POLICE STATION,34.4893509,0.3381817,2011-10-01T00:00:00Z,14,INJURY,2,NA,NA
