rowid,tweet,origCategory,Hour,Month,Weekday,Year,date,newCategory
5129, Car bodies are today made of more inferior poly plastics......Once  ,NA,16,11,Monday,2017,11/13/17,NA
5130,   Saa ingine kubali kufuata amri! Usiwe mtu wa kupinga na kubishana  ,NA,16,11,Monday,2017,11/13/17,NA
5131, these are the silly mistakes that happen on your roads eve ,NA,16,11,Monday,2017,11/13/17,NA
5132," Uhuru highway packed,  slow but moving  ",NA,16,11,Monday,2017,11/13/17,NA
5133, minor accident at GM. Causing traffic along Mombasa road. ,accident,16,11,Monday,2017,11/13/17,accident
5133, minor accident at GM. Causing traffic along Mombasa road. ,accident,16,11,Monday,2017,11/13/17,traffic
5134, these ought to be mandatory  ,NA,16,11,Monday,2017,11/13/17,NA
5135," matatus with noisy exhaust are back -  Ngong Rd; 111, 102,  2. ",NA,16,11,Monday,2017,11/13/17,NA
5136, Ngong road surprisingly clear ,NA,16,11,Monday,2017,11/13/17,NA
5137," Pics aside, the current rampant practice of police keeping rig ",NA,16,11,Monday,2017,11/13/17,NA
5138," Hello Governor, does the county government have a plan to rid t ",NA,16,11,Monday,2017,11/13/17,NA
5139, Top of the hour feed sponsored by Power hungry car meets its match; Chloride Exide Powerlast.  https://t.co/ZgR5MYpysc,NA,17,11,Monday,2017,11/13/17,NA
5140, MbagathiRd downhill moving well ,NA,17,11,Monday,2017,11/13/17,NA
5141, Shell Ridgeways Kiambu Road prices 12Nov  ,NA,17,11,Monday,2017,11/13/17,NA
5142, Mombasa Road traffic madness is in full swing. ,NA,17,11,Monday,2017,11/13/17,traffic
5143, there is this mysterious phenomenon that every November and December the ,NA,17,11,Monday,2017,11/13/17,NA
5144, Apparently all guard rails on thika rd should be replaced with plastic ones. And then ,NA,17,11,Monday,2017,11/13/17,NA
5145,    this lawlad chap saying he doesn't give way to gk's. That's ,NA,17,11,Monday,2017,11/13/17,NA
5146, Msa Rd outbound poleni sana. Snail's pace from South C to GM* i think. Use alternative if you can ,NA,17,11,Monday,2017,11/13/17,NA
5148,   Ask what the back story is cause this accident seems w ,accident,17,11,Monday,2017,11/13/17,accident
5149, Kilimanjaro Road and Elgon Road in Upper Hill totally choked!!  ,NA,17,11,Monday,2017,11/13/17,NA
5150," Since, it seems, you've declared war on pedestrians with physical disabili ",NA,17,11,Monday,2017,11/13/17,NA
5151," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,18,11,Monday,2017,11/13/17,NA
5152, How is outering road from t_mall to thika road. ,NA,18,11,Monday,2017,11/13/17,NA
5153, Satan the dictator is in command on mbsa road.Its not just crazy but completely insane traffic ,NA,18,11,Monday,2017,11/13/17,traffic
5154," ""Eeeeeh ,nani ,sasa hapa nitakusaidia aje""  ",NA,18,11,Monday,2017,11/13/17,NA
5155, Langata road and cows #traffic  ,NA,18,11,Monday,2017,11/13/17,traffic
5156, Traffic on Valley rd as u head 2wards Argwings Kodhek rd and also as u head 2wards ,NA,18,11,Monday,2017,11/13/17,traffic
5157, Most matatus on our Nairobi roads are unroadworthy ,NA,18,11,Monday,2017,11/13/17,NA
5158," Heavy traffic &amp; traffic on Mombasa rd frm near Nyayo 2Imara Daima

Heavy traffic o ",traffic,18,11,Monday,2017,11/13/17,traffic
5159, An aspirant forgot to remove his pic on this post at nyamb ,NA,18,11,Monday,2017,11/13/17,NA
5160, Traffic on Mbagathi way frm Kenyatta Hs Rnd-abt 2Tmall Rnd-abt and traffic as u ne ,NA,18,11,Monday,2017,11/13/17,traffic
5161," Traffic frm Muthaiga 2Drive in on Thika rd

Traffic arnd Museum hill area as u hed ",NA,18,11,Monday,2017,11/13/17,traffic
5162, Naskia waiyaki way frm deloitte to safcom is standstill. Accdnt at safcom ... ,NA,18,11,Monday,2017,11/13/17,NA
5163, Ambulance is also stuck at Lusaka rd  ,NA,18,11,Monday,2017,11/13/17,NA
5164,"       Cool. That's the point though, isn't it? Since you do ",NA,18,11,Monday,2017,11/13/17,NA
5165, Mbugua is a driver Route 132 Limuru- Wangige. He happened to get into the Ma3 I had b ,NA,18,11,Monday,2017,11/13/17,NA
5166, Kindly Mhesh this is near the Landhies/Haile Selassi ,NA,18,11,Monday,2017,11/13/17,NA
5167, msa rd at green park estate Athi river both lines are flowing smoothly ,NA,18,11,Monday,2017,11/13/17,NA
5168, NTSA spotted after green park estate Athi river _Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å ,NA,18,11,Monday,2017,11/13/17,NA
5169," What is going on, there is is serious traffic jam from Kianda school towards Westlands?   ",traffic,18,11,Monday,2017,11/13/17,traffic
5170,       Pray tell...how does one 'do something for themselves ,NA,18,11,Monday,2017,11/13/17,NA
5171, An old tired car is less prone to accidents bco you need to handle it with utmost care i ,accident,18,11,Monday,2017,11/13/17,accident
5172,       Are you not the one who wants to know the meaning? Find out. ,NA,18,11,Monday,2017,11/13/17,NA
5173, Thika rd Jam starts at Muthaiga ,traffic,18,11,Monday,2017,11/13/17,traffic
5174, thk Rd jam jam from  muthaiga down to survey ,traffic,18,11,Monday,2017,11/13/17,traffic
5175, Jam jam msa rd ,traffic,18,11,Monday,2017,11/13/17,traffic
5176, it takes me 2hrs from tao to Utawala via mbsa rdwhle its only 21min on Sunday.just to something ,NA,18,11,Monday,2017,11/13/17,NA
5177," Two Toyota premios following an ambulance hapa Kwa hapa,taking advantage.On landhies road. ",NA,18,11,Monday,2017,11/13/17,NA
5178," From town to utawala use Jogoo Road to outering road then use bypass, ",NA,18,11,Monday,2017,11/13/17,NA
5179, Accidents will always happen with or without guardrails. What's important is we obey traffic rules&amp;see value.. ,accident,18,11,Monday,2017,11/13/17,accident
5179, Accidents will always happen with or without guardrails. What's important is we obey traffic rules&amp;see value.. ,accident,18,11,Monday,2017,11/13/17,traffic
5180, Driving in town around Moi Avenue at the moment is an extreme sport. ,NA,19,11,Monday,2017,11/13/17,NA
5181, Gari zingine pia zina aibu ndogo ndogo.Gari imescratchiwa inakaa salad.  ,NA,19,11,Monday,2017,11/13/17,NA
5182, Thika Road traffic from town..it starts from mathari hospital muthaiga....mbele kuko aje?...anyone? ,NA,19,11,Monday,2017,11/13/17,traffic
5183, #TrafficWatch - Be in control of your car and make the driver's seat a NO PHONE ZONE #ArriveAlive #RoadSafety ,NA,19,11,Monday,2017,11/13/17,NA
5184, Thika Road traffic Leo ,NA,19,11,Monday,2017,11/13/17,traffic
5185, Kiambu Road Chronicles _Ÿ˜__Ÿ˜_  ,NA,19,11,Monday,2017,11/13/17,NA
5186, can you help us find a solution to the insane traffic in Thika ,NA,19,11,Monday,2017,11/13/17,traffic
5187,   the traffic in Thika town is demonic we need police assistance ,NA,19,11,Monday,2017,11/13/17,traffic
5188, #ma3route avoid garissa road from Thika  ,NA,19,11,Monday,2017,11/13/17,NA
5189, So many accidents along Mombasa Road.should find alternat ,accident,20,11,Monday,2017,11/13/17,accident
5190," Wish I stayed wherever I was, Jogoo rd traffic is too much, ",NA,20,11,Monday,2017,11/13/17,traffic
5191, Thika road from town at Survey slow but moving.  ,NA,20,11,Monday,2017,11/13/17,NA
5192, All other roads in Nairobi looks good except heavy traffic on Lusaka rd frm Car &amp;  ,traffic,20,11,Monday,2017,11/13/17,traffic
5194," Basi LA Rwaken limengoa side mirror ya pickup hapo Donholm . ... If coming from pipeline , approach with care ",NA,20,11,Monday,2017,11/13/17,accident
5195," Who's around Garissa Rd hapa b4 ufike Thika? What's happening,somebody?
Mother of all jams  ",traffic,20,11,Monday,2017,11/13/17,traffic
5196, Heavy traffic on Thika rd frm KCA area 2Mt Mall area ,traffic,20,11,Monday,2017,11/13/17,traffic
5197, could the traffic police come to our help around Engen in Makongeni Thika; it's a grid ,NA,20,11,Monday,2017,11/13/17,traffic
5198, Heavy traffic on Thika rd as u near TRM Rnd-abt and it continues into Kasarani - Mwiki rd till seasons stage area ,traffic,20,11,Monday,2017,11/13/17,traffic
5199, Drops of rain started along msa rd at simba cement drive carefully ,rain,20,11,Monday,2017,11/13/17,rain
5200, what is it in Thika? All roads a packing lot! ,NA,20,11,Monday,2017,11/13/17,NA
5201, Tonight Nairobi - Cloudy. Winds variable at 6.4 to 14.5kph. The overnight low will be 15 ,NA,21,11,Monday,2017,11/13/17,NA
5202," Good evening Nairobi, tomorrow shall be Partly Cloudy With a high of 23Â°C and a low of 15Â°C. ",NA,21,11,Monday,2017,11/13/17,NA
5204," Does this traffic in Thika have a head and a tail? Those on the head, can you tell us what you can see? ",NA,21,11,Monday,2017,11/13/17,traffic
5205, accident at ruiru outbound opp Plainview hospital. Any ambulance help please ,accident,21,11,Monday,2017,11/13/17,accident
5206, No power in jkia ?for more than 30minutes An international airport ? ,NA,21,11,Monday,2017,11/13/17,NA
5208, Jam from Thika to Makongeni using Munene Route imeanzia before YMCA ,traffic,21,11,Monday,2017,11/13/17,traffic
5209, A bump on park road ngara near City County hospital needs a sign or marking! ,NA,22,11,Monday,2017,11/13/17,NA
5210, a green Subaru KAQ...just side bumped a car near Daystar Valley Road just before 10pm. Inbox if you were hit. ,NA,22,11,Monday,2017,11/13/17,accident
5211, This is the Worst ever Gridlock in Thika... Nothing has been flowing... What's happening ,NA,22,11,Monday,2017,11/13/17,traffic
5212, Thika to Makongeni a real mess. No  on sight. Such a bad habit by educated drivers. ,NA,23,11,Monday,2017,11/13/17,traffic
5213,   Show us favour u got  in return_Ÿ˜•_Ÿ˜•_Ÿ˜•_Ÿ˜• ,NA,23,11,Monday,2017,11/13/17,NA
5214," Past Makongeni, Thika on Garrisa road the jam has cleared... It's moving, might just ",traffic,23,11,Monday,2017,11/13/17,traffic
5215," By half year matatu fare will be cashless they said, take this ""beba beba"" or ""1963"" car ",NA,0,11,Tuesday,2017,11/14/17,NA
5216, Thika Road to town from Allsops ni nyweeeeeee thro' NYS but traffic starts at Muthaiga Police station Cc ,NA,6,11,Tuesday,2017,11/14/17,traffic
5217, Jogoo rd jam inaanzia hamza to city stadium ,traffic,6,11,Tuesday,2017,11/14/17,traffic
5218," Motorists take care of cheetahs - many get killed on our roads . Fewer than 1,500 rem ",NA,6,11,Tuesday,2017,11/14/17,accident
5219, Accident on gitaru road featuring a saloon car and walokana Matatu. No casualties but the ,accident,6,11,Tuesday,2017,11/14/17,accident
5220, the current situation at Avenue 1  ,NA,6,11,Tuesday,2017,11/14/17,NA
5221, Traffic Update:Mai Mahiu Rd looking clear. ,NA,6,11,Tuesday,2017,11/14/17,traffic
5222, Traffic Update:Langata Rd at Tmall Roundabout is moving. ,NA,6,11,Tuesday,2017,11/14/17,traffic
5223, how bad is traffic on Argwings Kodhek Road heading to town this moment? ,NA,6,11,Tuesday,2017,11/14/17,traffic
5224, Traffic Update:Situation on Langata Rd at Uhuru Gardens. ,NA,6,11,Tuesday,2017,11/14/17,traffic
5225, Traffic Update:Bunyala Road at the moment at the R/about. ,NA,6,11,Tuesday,2017,11/14/17,traffic
5226, Traffic Update:Light showers on Uhuru highway towards Bunyala roundabout. ,NA,6,11,Tuesday,2017,11/14/17,traffic
5227," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,7,11,Tuesday,2017,11/14/17,NA
5228," Traffic frm Natives area 2Drive in then frm Survey 2Muthaiga on Thika rd
Traffic o ",NA,7,11,Tuesday,2017,11/14/17,traffic
5229, msa rd from simba cement it's clear  ,NA,7,11,Tuesday,2017,11/14/17,NA
5230, Mombasa rd phase 2 coming slowly  ,NA,7,11,Tuesday,2017,11/14/17,NA
5231, A truck has rammed into a small car... Thika Road adjacent to Kenyatta University.. heading towards Ruiru.  Jam. ,traffic,7,11,Tuesday,2017,11/14/17,traffic
5232, serious accident on Thika Road at KU causing traffic snarl up. Those going t ,accident,7,11,Tuesday,2017,11/14/17,accident
5232, serious accident on Thika Road at KU causing traffic snarl up. Those going t ,accident,7,11,Tuesday,2017,11/14/17,traffic
5234, Truck rammed into a P.Vehicle... Thika Road Kenyatta University.. heading towards Ruiru. ,NA,7,11,Tuesday,2017,11/14/17,NA
5235, traffic jam at KU heading to thika caused by horrible accident involving trailer lorry  ,accident,7,11,Tuesday,2017,11/14/17,traffic
5235, traffic jam at KU heading to thika caused by horrible accident involving trailer lorry  ,accident,7,11,Tuesday,2017,11/14/17,accident
5236, the complete yellow line has got meaning Can someone educate us  ,NA,7,11,Tuesday,2017,11/14/17,NA
5237, msa rd at green park I piki piki traffic police officer spotted  ,NA,7,11,Tuesday,2017,11/14/17,traffic
5238, A personal car badly sandwiched between two lorries by KUs funeral home gate on the  ,NA,7,11,Tuesday,2017,11/14/17,NA
5239, situation at SGR devik Athi river  ,NA,7,11,Tuesday,2017,11/14/17,NA
5240, Accident at Unicity KU outbound Thika Rd. Use service lane from Sukari ,accident,7,11,Tuesday,2017,11/14/17,accident
5241, from msa rd at sgr devik to Athi river town  ,NA,7,11,Tuesday,2017,11/14/17,NA
5242, langata road is actually not that bad..going to tao ,NA,7,11,Tuesday,2017,11/14/17,NA
5243, GK overlapping on Kiambu road.  ,NA,7,11,Tuesday,2017,11/14/17,NA
5244," Traffic Update:Kenyatta Avenue in CBD,less vehicles. ",NA,7,11,Tuesday,2017,11/14/17,traffic
5245, Traffic Update:Nairobi City Centre this morning.  ,NA,7,11,Tuesday,2017,11/14/17,traffic
5246, Runda from kiambu towards UN roundabout clear ,NA,7,11,Tuesday,2017,11/14/17,NA
5247, Nasty accident along Thika Rd at KU. Lorry smashed a private car into the back of anoth ,accident,7,11,Tuesday,2017,11/14/17,accident
5248," #ArriveAlive - Stop the distractions, Stay alert and pay attention while driving!! #RoadSafety #TrafficWatch ",NA,7,11,Tuesday,2017,11/14/17,NA
5249," Langata road, inbound, is flowing smoothly towards the Southern bypass flyover, slippery driving surface though. ",rain,7,11,Tuesday,2017,11/14/17,rain
5250," At JKIA junction with Msa Rd, those duo piki piki traffic officers creating unnecessary  ",NA,7,11,Tuesday,2017,11/14/17,traffic
5251," superhighway, weekdays morning... Use the highway upto garden city, get into the service  ",NA,7,11,Tuesday,2017,11/14/17,NA
5252, the contractor of spur mall at Kimbo on the superhighway had dum ,NA,7,11,Tuesday,2017,11/14/17,NA
5253," My friend is asking me this morning ""kwani hii Shell  ",NA,7,11,Tuesday,2017,11/14/17,NA
5254, Accurate.. Some Kenyans have bad manners  ,NA,7,11,Tuesday,2017,11/14/17,NA
5255, It slows down at Uhuru Gardens towards Carnivore. ,NA,7,11,Tuesday,2017,11/14/17,NA
5256, Just stuck for almost an hr....jogoo road is pathetic asif u can use l ,NA,7,11,Tuesday,2017,11/14/17,NA
5257, Does anyone address the issue of stalled trucks that have led to soo many fatalities on  ,NA,7,11,Tuesday,2017,11/14/17,NA
5258, Kenyans have died in their hundreds if not thousands on Thika Rd. It took a high pr ,NA,7,11,Tuesday,2017,11/14/17,NA
5259, accident at KU gate c towards thika ,accident,7,11,Tuesday,2017,11/14/17,accident
5260, car rammed a trailer  ,NA,7,11,Tuesday,2017,11/14/17,NA
5261, Accident at @KenyattaUni. No carefully.  ,accident,7,11,Tuesday,2017,11/14/17,accident
5262, avoid nyayo r@bt..kindly use airtel juction to join industrial area..spent las one hour stand near South C ,NA,7,11,Tuesday,2017,11/14/17,NA
5263," Traffic Update:Taifa Road in the CBD
",NA,7,11,Tuesday,2017,11/14/17,traffic
5264," Thought for the day: as a motorist, slow down as you approach a pool of water to avoid spla ",NA,7,11,Tuesday,2017,11/14/17,NA
5265,   An accident at ku... Going to thika avoid the highway ,accident,7,11,Tuesday,2017,11/14/17,accident
5266," Thika road full of surprises, damn it! ",NA,7,11,Tuesday,2017,11/14/17,NA
5267," Its all sticky on thika road  KCA Uni , PSV making too much zigzag  ",NA,7,11,Tuesday,2017,11/14/17,NA
5268,   It is bumper to bumper at Carnivore heading to Sunshine Secondary School. ,traffic,7,11,Tuesday,2017,11/14/17,traffic
5269," I have directed the C.E.C for Roads, Transport and Public  ",NA,7,11,Tuesday,2017,11/14/17,NA
5271, kudos to that cop on Kiambu Rd on a motorbike who dispite the rain has busted 5 matatus for overlapping ,rain,7,11,Tuesday,2017,11/14/17,rain
5272," Looking into perspective ,nothing causes this long traffic , its ",NA,7,11,Tuesday,2017,11/14/17,traffic
5273, Always keep distance to give you time to react in case of emergency an ,NA,7,11,Tuesday,2017,11/14/17,accident
5274, Driving on wrong side of road is a very dangerous action.  ,NA,7,11,Tuesday,2017,11/14/17,NA
5275, It is painstakingly slow at Sunshine Secondary School towards T-Mall. ,NA,7,11,Tuesday,2017,11/14/17,NA
5276," The relationship between rain and traffic jam is one of a kind, they never dump each other ",rain,7,11,Tuesday,2017,11/14/17,traffic
5276," The relationship between rain and traffic jam is one of a kind, they never dump each other ",rain,7,11,Tuesday,2017,11/14/17,rain
5277, Athi river  ,NA,7,11,Tuesday,2017,11/14/17,NA
5278, Is Mombasa highway now passable? Anyone? ,NA,7,11,Tuesday,2017,11/14/17,NA
5279, Top of the hour feed sponsored by Power hungry car meets its match; Chloride Exide Powerlast.  https://t.co/ZgR5MYpysc,NA,8,11,Tuesday,2017,11/14/17,NA
5280, mbagathi road parking lots ,NA,8,11,Tuesday,2017,11/14/17,NA
5281," It is not any different at Weston Hotel, very slow. ",NA,8,11,Tuesday,2017,11/14/17,NA
5282," by little bird tells me, donny, manyanja and outering area is total hell jam.. Infact 1 ",traffic,8,11,Tuesday,2017,11/14/17,traffic
5283, If it is patience that is required to put meticulous detail to a fine work of art. ,NA,8,11,Tuesday,2017,11/14/17,NA
5284, muthaiga rd towards limuru rd tumekwama hapa kwa wanjigi  ,NA,8,11,Tuesday,2017,11/14/17,NA
5285, General information  ,NA,8,11,Tuesday,2017,11/14/17,NA
5286, woman knocked down at Railways ambulance services required asap.   ,NA,8,11,Tuesday,2017,11/14/17,NA
5287, Langata Rd traffic from Barracks towards town barely moving. ,NA,8,11,Tuesday,2017,11/14/17,traffic
5288, there's a matatu that has broken down near the Belgium embassy along limuru road outbound  ,NA,8,11,Tuesday,2017,11/14/17,NA
5289,   widening Magadi road was good.Leaving  stage undone was a disaster! ,NA,8,11,Tuesday,2017,11/14/17,accident
5290, The Nyayo stadium roundabout needs to be managed better   so much meaningless traffic ,NA,8,11,Tuesday,2017,11/14/17,traffic
5291, GK overlapped on kiambu road. Good cop doing what's right  ,NA,8,11,Tuesday,2017,11/14/17,NA
5292, All the Cops on Mombasa road from gateway mall... Great job!  Awesome work today for maki ,NA,8,11,Tuesday,2017,11/14/17,NA
5293," Thika road to town at survey slow but moving.
Weather looking good too.  ",NA,8,11,Tuesday,2017,11/14/17,NA
5294, Langata road is CRAZY -psrking lot and not moving at all ,NA,8,11,Tuesday,2017,11/14/17,NA
5295, Nyayo National Stadium towards Bunyala roundabout is held up from end to end. ,NA,8,11,Tuesday,2017,11/14/17,NA
5296, If you're stuck at cabannas on the new outer ring road...here' ,NA,8,11,Tuesday,2017,11/14/17,NA
5297, Nyayo Stadium parking lot is available. Everything is at a standstill  ,NA,8,11,Tuesday,2017,11/14/17,NA
5298, juja Road airforce redeemed church areas...  ,NA,8,11,Tuesday,2017,11/14/17,NA
5299, Total blockage on the Outer Ring Road from Hebbal to KR Puram due to Road Maintenan ,NA,8,11,Tuesday,2017,11/14/17,NA
5300, Langata rd standstill... anyone ahead? ,NA,8,11,Tuesday,2017,11/14/17,NA
5301, Muthaiga service lane is a parking lot. No movement.  ,NA,8,11,Tuesday,2017,11/14/17,NA
5302, Msa Rd traffic starts at Eka Hotel ,NA,8,11,Tuesday,2017,11/14/17,traffic
5303, Thikaroad Ukitokea utalii uone service lane iko clear unafeel kushuka utembee  ,NA,9,11,Tuesday,2017,11/14/17,NA
5304," State of Thika Road Utalii drift &amp;
State of Outering towards Allsops  ",NA,9,11,Tuesday,2017,11/14/17,NA
5305," Langata road...... Seriously, I should have carried my blankie.... Nkt ",NA,9,11,Tuesday,2017,11/14/17,NA
5306,Is your car not starting? Has it stalled on your way to work? Or is showing warning signals of a battery about to dâ€_ https://t.co/mCrW9xtBcL,NA,9,11,Tuesday,2017,11/14/17,NA
5307," Most babies carried by street beggars are for hire&amp;there's one lady who frequents Kencom, ",NA,9,11,Tuesday,2017,11/14/17,NA
5308, ANYONE? How's Outering Rd. Outbound? ,NA,9,11,Tuesday,2017,11/14/17,NA
5309, Waiyaki Way inbound is a parking lot from Westie. Forest Rd flowing into Waiyaki Way outbound affected ,NA,9,11,Tuesday,2017,11/14/17,NA
5310, How's Langata and Mbagathi traffic? ,NA,9,11,Tuesday,2017,11/14/17,traffic
5311, Langata road is packed but moving ,NA,9,11,Tuesday,2017,11/14/17,NA
5312, Jam imeanzia KWS  ,traffic,9,11,Tuesday,2017,11/14/17,traffic
5313, Oil Libya Limuru Road fuel prices 14 Nov 2017.  ,NA,9,11,Tuesday,2017,11/14/17,NA
5314," Sat next to the window in the mat. The sun out of nowhere, roars. I'm in a heavy sweater  ",NA,9,11,Tuesday,2017,11/14/17,NA
5315, I'm curious on why Waiyaki Way is a dar ,NA,9,11,Tuesday,2017,11/14/17,NA
5316, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,10,11,Tuesday,2017,11/14/17,NA
5317," Packed but moving. Some ""control"" on the way...  Soares",NA,10,11,Tuesday,2017,11/14/17,NA
5318, It's only ambulances that have the right of way while moving in the wrong direction ,NA,10,11,Tuesday,2017,11/14/17,NA
5319, Muthaiga to Pangani all the way to Prof. Wangari Mathai rd is packed with avoid if y ,NA,10,11,Tuesday,2017,11/14/17,NA
5320, I'm still waiting to be shown any law that allows anyone to drive on the wrong side.That ,NA,10,11,Tuesday,2017,11/14/17,NA
5321, The crime rate in Nairobi is alarming.I wonder where do these gangs get the _Ÿ”« from?.I ,NA,10,11,Tuesday,2017,11/14/17,NA
5322, #KBK895V  ,NA,10,11,Tuesday,2017,11/14/17,NA
5323, FYI  ,NA,10,11,Tuesday,2017,11/14/17,NA
5324, The Matatus were forced to purchase expensive pos gadgets(twice) for the cashless project ,NA,10,11,Tuesday,2017,11/14/17,NA
5325, Rogue Thika road bus driver KBU 941A Obstructing vehicles &amp; just hit and run a Nissan Xtra ,NA,10,11,Tuesday,2017,11/14/17,accident
5326,      has always been the c ,NA,10,11,Tuesday,2017,11/14/17,NA
5328, Attention to those importing cars now and those who intend ,NA,10,11,Tuesday,2017,11/14/17,NA
5329, Whoever poured murram without pressing at the service lane around Cereals Boards needs a ,NA,10,11,Tuesday,2017,11/14/17,NA
5330, Cats N Dogs Huku Nrb ,NA,10,11,Tuesday,2017,11/14/17,NA
5331, I don't clearly understand this rule..What if I buy a 2010 car in mid Nov shipped but land ,NA,11,11,Tuesday,2017,11/14/17,NA
5332," #KBK895V MILCAH WARURA KARANJA, MITSUBISHI -2003 model atafutwe ",NA,11,11,Tuesday,2017,11/14/17,NA
5333, Would like to know how this ends...heard Gov vehicles are not insured so akikugonga unajisort  ,NA,11,11,Tuesday,2017,11/14/17,NA
5334, the meaning of continuous yellow line separates two way traffic and no changing of lane (overtaking) ,NA,11,11,Tuesday,2017,11/14/17,traffic
5336,   Most shocking is that Traffic Cops continue to force motorists to use the ,NA,11,11,Tuesday,2017,11/14/17,traffic
5337, eastleigh now  ,NA,11,11,Tuesday,2017,11/14/17,NA
5338," Msa Rd Outbound From Simba Cement Mvua Mob, Rem Road Slippery ",rain,11,11,Tuesday,2017,11/14/17,rain
5339," Seriously Nairobi is dirty,very dirty.Guys we are in for Communicable Diseases... ",NA,11,11,Tuesday,2017,11/14/17,NA
5340," Msa Rd Past Mua, Wipers Znakimbia Kuliko Gari. Mvua Manenoz ",rain,11,11,Tuesday,2017,11/14/17,rain
5341,   For the time being as the contractor makes up his mind about the service  ,NA,11,11,Tuesday,2017,11/14/17,NA
5342, cops at GPO roundabout appear totally confused. Is it the rain? ,rain,11,11,Tuesday,2017,11/14/17,rain
5343, gikomba is hectic. Watu wamevaa gumboots wanakanyanga matope kama gari mpya. No remorse ,NA,12,11,Tuesday,2017,11/14/17,NA
5344,  you crossing marshals will be useful at railw ,NA,12,11,Tuesday,2017,11/14/17,NA
5345, #KCK900N brown Prado driving on the pavement on Uhuru Highway at KBC ,NA,12,11,Tuesday,2017,11/14/17,NA
5346, Apparently there is no other route to Jogoo Rd unless you go all the way to Mutindwa the ,NA,12,11,Tuesday,2017,11/14/17,NA
5347," #removecows This situation is really getting out of hand in NBO highways, very soon w ",NA,12,11,Tuesday,2017,11/14/17,NA
5348, There are good ones out there. Props to this guy. meanwhile his c ,NA,12,11,Tuesday,2017,11/14/17,NA
5349," lane discipline when driving in an highway or city is very essential,for orderly driving ",NA,12,11,Tuesday,2017,11/14/17,NA
5350, Can pedestrians carry a rungu and clobber whichever car doesn't stop..... It seems its ,NA,12,11,Tuesday,2017,11/14/17,NA
5351," maybe you want to fix this on Chalbi Drive, Lav ",NA,12,11,Tuesday,2017,11/14/17,NA
5352, is this right using cbet buses to block a road in cbd        ,NA,12,11,Tuesday,2017,11/14/17,NA
5353, That's moi drive umoja 1 please help us.  ,NA,13,11,Tuesday,2017,11/14/17,NA
5354, Change of thika rd to super highway was received with very high hopes of saying bye to t ,NA,13,11,Tuesday,2017,11/14/17,NA
5355, Uhuru Highway is flowing smoothly towards Nyayo National Stadium. ,NA,13,11,Tuesday,2017,11/14/17,NA
5356," Langata Road at Nyayo National Stadium, is flowing smoothly towards Madaraka. ",NA,13,11,Tuesday,2017,11/14/17,NA
5357," Langata road, at the Madaraka roundabout is flowing smoothly towards T-Mall. ",NA,13,11,Tuesday,2017,11/14/17,NA
5358, One of your poles is down in Karen. On the r ,NA,13,11,Tuesday,2017,11/14/17,NA
5359, I believe when you have a big 4 wheel navigating those huge potholes ain't an ,NA,13,11,Tuesday,2017,11/14/17,NA
5360," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,14,11,Tuesday,2017,11/14/17,NA
5361," Langata Road, at the Mbagathi way roundabout is all smooth sailing towards Wilson Airport. ",NA,14,11,Tuesday,2017,11/14/17,NA
5362, cows  resting on one lane of Outering rd outbound btwn Donholm and Quarry. Exercise caution.â€_ https://t.co/CLA1ORMkAZ,NA,14,11,Tuesday,2017,11/14/17,NA
5363, cows  resting on one lane of Outering rd outbound btwn Donholm and Quarry. Exercise caution.â€_ https://t.co/aFzZEGVyaV,NA,14,11,Tuesday,2017,11/14/17,NA
5364, the situation on state house road  ,NA,14,11,Tuesday,2017,11/14/17,NA
5365, the situation on state house road  ,NA,14,11,Tuesday,2017,11/14/17,NA
5366, the situation on state house road  ,NA,14,11,Tuesday,2017,11/14/17,NA
5367,"Visit MUGG &amp; BEAN ON-THE-MOVE Limuru Road for Coffee with a difference, freshly baked Famous Giant muffâ€_ https://t.co/s9OwO5ZW6o",NA,14,11,Tuesday,2017,11/14/17,NA
5368," Langata road, inbound. There is a Nissan matatu being fixed at the entrance to Uhu ",NA,14,11,Tuesday,2017,11/14/17,NA
5370, Please take note that this week traffic on the left hand side of N ,NA,15,11,Tuesday,2017,11/14/17,traffic
5371, Traffic jam starts at Ngara.. Nairobi inbound.. ,traffic,15,11,Tuesday,2017,11/14/17,traffic
5372," Exiting CBD, Thika road ni nyweee ",NA,15,11,Tuesday,2017,11/14/17,NA
5373, Queen Apostle Thika road Nissan na probox wamegongana ,NA,15,11,Tuesday,2017,11/14/17,NA
5374," People who use any drug, prescribed or otherwise including #c ",NA,15,11,Tuesday,2017,11/14/17,NA
5375, Top of the hour feed sponsored by Power hungry car meets its match; Chloride Exide Powerlast.  https://t.co/ZgR5MYpysc,NA,16,11,Tuesday,2017,11/14/17,NA
5376, shame on driver of KCD 069Q  for endangering our  ,NA,16,11,Tuesday,2017,11/14/17,NA
