"","id","tweet","accident_truth","latitude_truth","longitude_truth","street_name_c1","street_name_c2","landmark_c1","landmark_c2"
"1979","ma3route_3_12_TO_3_23_ID144","19:29 this matatu hit and run us today morning at globe roundabout.repor~more äˆ¢ https://t.co/uK3jyyOttA https://t.co/mD5ea6IMOU via @ytkinya","Yes",-1.2782075,36.8214985,"None","None","Globe roundabout","Globe roundabout"
"1980","ma3route_3_12_TO_3_23_ID145","18:22 Mombasa road closed at Arthi River, we ain't prepared for disaster at all via @tomwaswa","No",NA,NA,NA,NA,NA,NA
"1981","ma3route_3_12_TO_3_23_ID146","17:52 accident slightly past Gitaru.  https://t.co/h7T2vUwVse via @Thewadsmyth","Yes",NA,NA,"None","None","Gitaru","None"
"1982","ma3route_3_12_TO_3_23_ID147","17:49 A trailer has caused an accident at reliance and It has not stopped  https://t.co/pwQNyeGoZJ via @JohnMwangi715","Yes",NA,NA,"None","None","Reliance","Reliance"
"1983","ma3route_3_12_TO_3_23_ID148","17:36 Accident between a school bus and bus at Gitaru. Traffic building up via @Lillielily","Yes",NA,NA,"None","None","Gitaru","Gitaru"
"1984","ma3route_3_12_TO_3_23_ID149","17:29 Accident just happened on Kangundo road at Njiru down the river towards Chokaa. Traffic building. via @Alumasasila","Yes",NA,NA,"Kangundo road","Kangundo road","Njiru, chokaa","Njiru town"
"1985","ma3route_3_12_TO_3_23_ID150","17:14 Accident along Thika road at Mathare flyover  https://t.co/AU8GaMJok7 via @wasiomaBashir1","Yes",-1.260889,36.842022,"Thika road","Thika road","Mathare flyover","Mathare  flyover"
"1986","ma3route_3_12_TO_3_23_ID151","17:14 Accident along Likoni road Airtel... A truck has overturned... Police at the scene via @benjatha2","Yes",-1.325775,36.848605,"Likoni road","Likoni road","Airtel","Airtel"
"1987","ma3route_3_12_TO_3_23_ID152","17:13 @ntsa_kenya @NPSOfficial_KE four car accident opposite Bellevue causing the traffic from ~more äˆ¢ https://t.co/NSjrDUziEv via @tomarody","Yes",-1.319559,36.838041,"None","None","Bellevue","Belle vue"
"1988","ma3route_3_12_TO_3_23_ID153","16:41 This is not good. Climate chaos is going to hit Africa very hard. We all need to act now.  https://t.co/O2jWX7BHm2 via @HomelandAfrika","No",NA,NA,NA,NA,NA,NA
"1989","ma3route_3_12_TO_3_23_ID154","15:40 #KBH239Q The driver almost hit my car due to over speeding. Watch out for him via Mwosya","No",NA,NA,NA,NA,NA,NA
"1990","ma3route_3_12_TO_3_23_ID155","12:15 In current conditions in and around Nairobi, be very careful where you fuel.  https://t.co/nyr58gxQPa via @DavidNdungu","No",NA,NA,NA,NA,NA,NA
"1991","ma3route_3_12_TO_3_23_ID156","11:48 flooded Ojijo Rd.  Be careful people  https://t.co/Mc5UE1g5gC via @HisenseKE","No",NA,NA,NA,NA,NA,NA
"1992","ma3route_3_12_TO_3_23_ID157","10:03 @khatgal85 We have to be careful on our roads ,there were several accident on souther~more äˆ¢ https://t.co/PsgYBQXlwN via @irine_brenda","No",NA,NA,NA,NA,NA,NA
"1993","ma3route_3_12_TO_3_23_ID158","09:23 Seems like Ojijo Road is a disaster this rainy season. use alternative route if possib~more äˆ¢ https://t.co/1Kz7KSO2WU via @roadflashke","No",NA,NA,NA,NA,NA,NA
"1994","ma3route_3_12_TO_3_23_ID159","09:20 please be careful when driving/walking/riding/cycling around or through @southcward as mos~more äˆ¢ https://t.co/5MQ3dDnmKg via @SokoMad","No",NA,NA,NA,NA,NA,NA
"1995","ma3route_3_12_TO_3_23_ID160","08:19 With this kind of rain and our lack of drainage..people on bikes, be careful..  https://t.co/lKbrhPeyUW via @Dj_Amar_B","No",NA,NA,NA,NA,NA,NA
"1996","ma3route_3_12_TO_3_23_ID161","07:59 a small accident at Stanley roundabout ,Kenyatta avenue. via @IamNgongaJohn","Yes",-1.2840075,36.8228445,"Kenyatta avenue","Kenyatta avenue","Stanley","Stanley round about"
"1997","ma3route_3_12_TO_3_23_ID162","07:58 @juvitta_kerry Of you are in the house usitoke accident just opposite sameer truck and a small car via @Austinsapr","Yes",-1.330787,36.864385,"None","None","Sameer","Sameer"
"1998","ma3route_3_12_TO_3_23_ID163","07:56 Accident at the kimathi kenyatta avenue junction..the rain is making visibility poor le~more äˆ¢ https://t.co/qD5r075eIT via @Austinsapr","Yes",-1.2838365,36.823043,"Kenyatta avenue","Kenyatta avenue","Kimathi","Kimathi-Kenyatta avenue junction"
"1999","ma3route_3_12_TO_3_23_ID164","07:46 4 car accident causing some traffic on Southern bypass towards Langata Road  https://t.co/W8PwzFFS5n via @lesanerick","Yes",NA,NA,"Southern bypass, Langata road","Southern bypass","None","None"
"2000","ma3route_3_12_TO_3_23_ID165","07:33 Thika road jam bumper to bumper from Garden City. Accident a~more äˆ¢ https://t.co/E6wa9d9Y0c https://t.co/x0s2Bjq75k via @njorogemuigai","Yes",-1.231225,36.878543,"Thika road","None","Garden city","None"
"2001","ma3route_3_12_TO_3_23_ID166","07:15 Quite a number of minor accidents on the roads this morning. ~more äˆ¢ https://t.co/vSv3R7jJwV https://t.co/hme4ukdCTX via @Alex_Ndalila","Yes",NA,NA,"None","None","None","None"
"2002","ma3route_3_12_TO_3_23_ID167","07:00 #AdelleAndShaffieOnKISS
@ADELLEO    Goidmorning.. _ôÖ__ôÖ__ôÖ_ its raining along waiyaki way. Drivers be careful via @MosotaBrian","No",NA,NA,NA,NA,NA,NA
"2003","ma3route_3_12_TO_3_23_ID168","06:55 Seen 4 accidents along Waiyaki Way 2 in bound 2 outbound via @jessydwayne","Yes",NA,NA,"Waiyaki way","Waiyaki way","None","None"
"2004","ma3route_3_12_TO_3_23_ID169","06:51 Minor accident involving 3 vehicles at the start of the @TwoRivers_KE overpass from R~more äˆ¢ https://t.co/0Ylq8IGFTo via @Alex_Ndalila","Yes",-1.211013,36.794982,"None","None","Two rivers","Two Rivers"
"2005","ma3route_3_12_TO_3_23_ID170","06:37 accident on Kiambu road. Crazy traffic as usual. via @tracshiko","Yes",NA,NA,"Kiambu road","Kiambu road","None","None"
"2006","ma3route_3_12_TO_3_23_ID171","06:35 accident at kiambu road..at alpha close to Rock city..traffic piling up... via @NjorogeJulshar","Yes",-1.237446,36.844233,"Kiambu road, Alpha close","Kiambu road","Rock city","Rock city"
"2007","ma3route_3_12_TO_3_23_ID172","06:33 #KCG080K hit me on a motorbike and speed off,kindly I need this guy to face the law via @VinceO728289","Yes",NA,NA,"None","None","None","None"
"2008","ma3route_3_12_TO_3_23_ID173","06:27 Accident at ABC place Waiyaki Way traffic building via @C_137SKisuu","Yes",-1.259206,36.7770485,"Waiyaki way","Waiyaki way","ABC place","ABC place"
"2009","ma3route_3_12_TO_3_23_ID174","04:11 @ntsa_kenya @HonAdenDuale @motoristsoffice   I'd wager a bet that most accidents are caused~more äˆ¢ https://t.co/sZMJhQSt8p via @Vik_SM","No",NA,NA,NA,NA,NA,NA
"2010","ma3route_3_12_TO_3_23_ID175","23:05 On pangani underpass from mutgaiga in the tunnel towards forest rd there is a hit and run~more äˆ¢ https://t.co/FeQSBzSIaz via @jidhan17","Yes",-1.266915,36.834424,"Forest road","None","Pangani underpass","None"
"2011","ma3route_3_12_TO_3_23_ID176","21:13 Hit n run accident at uthiru,man down in critical condition n both roads blocked.anyone w~more äˆ¢ https://t.co/t5hvm8Vmu9 via @skishay8","Yes",NA,NA,"None","None","Uthiru","Uthiru"
"2012","ma3route_3_12_TO_3_23_ID177","20:54 Man presumed dead at Kangemi after a hit and run. Boda guys wamefunga barabara on both ends via @I_talMwangi","Yes",NA,NA,"None","None","Kangemi","Kangemi"
"2013","ma3route_3_12_TO_3_23_ID178","19:51 Accident along kiambu road at Rednova involving kiwaliru Sacco and 2 private cars. ~more äˆ¢ https://t.co/RjqGZXv00C via @PeckaMemorials","Yes",-1.174996,36.834315,"Kiambu road","Kiambu road","Rednova","Rednova"
"2014","ma3route_3_12_TO_3_23_ID179","19:31 Nasty Accident at Highpoint heading to Thika... via @fashez","Yes",-1.094889,37.0288045,"None","None","Highpoint","Highpoint"
"2015","ma3route_3_12_TO_3_23_ID180","19:13 GSU area opening up on the highway, disaster Kwa service lane! via Mungai","No",NA,NA,NA,NA,NA,NA
"2016","ma3route_3_12_TO_3_23_ID181","18:08 #Accident Thika road inbound at Exit6 between Garden City and Allsops #Saferoadske via @SKKuria","Yes",NA,NA,"Thika road","Thika road","Garden city, Allsops","Garden city, allsops"
"2017","ma3route_3_12_TO_3_23_ID182","18:08 Traffic buildup Thika Road inbound. An accident towards allsopps. ~more äˆ¢ https://t.co/g1lQJtkL7s https://t.co/2XQ9CbpPZZ via @SamG_Ke","Yes",-1.24489,36.867803,"Thika road","Thika road","Allsops","None"
"2018","ma3route_3_12_TO_3_23_ID183","18:04 Accident on Thika road inbound pale roasters jam from garden city via @machaarh","Yes",-1.234118,36.8733595,"Thika road","Thika road","Roasters, Garden city","Roasters"
"2019","ma3route_3_12_TO_3_23_ID184","17:44 Minor accident along railway bridge, #Uhuruhighway towards bunyala  https://t.co/Ud3qWvlHJx via @crimewatch008","Yes",-1.295047,36.821932,"Uhuru highway","Uhuru highway","Raiway bridge","None"
"2020","ma3route_3_12_TO_3_23_ID185","15:47 Hope the owner survived the accident  https://t.co/UqfsljtWEv via @PRSA_Roadsafety","No",NA,NA,NA,"None",NA,"None"
"2021","ma3route_3_12_TO_3_23_ID186","11:42 Motorcycle just rammed into a trailer along lusaka dunga Road and roundabout. Fatal accident  https://t.co/cOKcx4TFlk via @jnjui","Yes",NA,NA,"Lusaka Dunga road","Lusaka-Dunga road","None","None"
"2022","ma3route_3_12_TO_3_23_ID187","09:57 tawala sacco drunk  intoxicated driver has caused an accident alo~more äˆ¢ https://t.co/YjeqR8cXks https://t.co/TNUTmauYOR via @Mr_rifle","Yes",NA,NA,"None","None","None","None"
"2023","ma3route_3_12_TO_3_23_ID188","09:56 tawala sacco drunk  intoxicated driver has caused an accident alo~more äˆ¢ https://t.co/YjeqR8cXks https://t.co/EyxHsMyJw0 via @Mr_rifle","Yes",NA,NA,"None","None","None","None"
"2024","ma3route_3_12_TO_3_23_ID189","09:55 tawala sacco drunk  intoxicated driver has caused an accident alo~more äˆ¢ https://t.co/nxY46iswfN https://t.co/oEXJ1w1BGs via @Mr_rifle","Yes",NA,NA,"None","None","None","None"
"2025","ma3route_3_12_TO_3_23_ID190","08:57 @PoliceKE The boda bodas especially Athi River,kitengela,tjose fog lights are blinding,I almost hit one,kindly help via @Hillzck","No",NA,NA,NA,NA,NA,NA
"2026","ma3route_3_12_TO_3_23_ID191","08:40 @CiikuMugambi # lusaka rd accident near ASL via @silvesternyamon","Yes",-1.296979,36.838858,"Lusaka road","Lusaka road","ASL","ASL"
"2027","ma3route_3_12_TO_3_23_ID192","07:53 An accident has occurred at T-MALL round about near Wilson airport. Traffic snarl building up out of it via @ODMYOUTH2012","Yes",-1.312536,36.8159315,"None","None","T-Mall round about , Wilson airport","T-mall roundabout"
"2028","ma3route_3_12_TO_3_23_ID193","07:38 Accident near Windsor roundabout drive safely  https://t.co/XwUJliFjrL via @EyazQuartel","Yes",-1.215306,36.850626,"None","None","Windsor round about","Windsor roundabout"
"2029","ma3route_3_12_TO_3_23_ID194","07:31 Serious collision at #WindsorHotel on northern bypass. Githurai bus overlapping has ~more äˆ¢ https://t.co/v835vrshh7 via @KenyaWebsites","Yes",-1.2097735,36.851203,"Northern bypass","Nothern bypass","Windsor hotel","Windsor hotel"
"2030","ma3route_3_12_TO_3_23_ID195","07:10 @reneengamau @Maqbuli  accident at Waiyaki way 87 stage. Snarl up all the way past Kinoo stage via @kennwachira_","Yes",-1.257314,36.699829,"Waiyaki way","Waiyaki way","87 stage","87 stage"
"2031","ma3route_3_12_TO_3_23_ID196","06:37 Accident along North Airport road near Kabansora. via @BENMATHEKA2","Yes",-1.31889,36.906898,"North aiport road","North airport road","Kabansora","None"
"2032","ma3route_3_12_TO_3_23_ID197","22:16 Jam along waiyaki way from waruku... Cause:- accident involving a climax sacco bus and a Star Bus via @alexmwango","Yes",-1.262671,36.764223,"Waiyaki way","None","Waruku","None"
"2033","ma3route_3_12_TO_3_23_ID198","21:02 Accident on Juja Road just before Moi Forces Academy a Nissan hit a motorcycle and the ri~more äˆ¢ https://t.co/tKA0VFVBOa via @amtinnie","Yes",-1.263655,36.872786,"Juja road","Juja road","Moi forces academy","Moi forces academy"
"2034","ma3route_3_12_TO_3_23_ID199","20:02 @KenyaRedCross @accidentsKE There's an accident at Hill Park hotel. It has literally ke~more äˆ¢ https://t.co/YQZnXV5aap via @SerahKIrui","Yes",-1.2995415,36.820373,"None","None","Hill park hotel","Hill park hotel"
"2035","ma3route_3_12_TO_3_23_ID200","19:28 accident between roysambu and githurai 45 traffic building up...use service if possible..stay safe via @joekibz0","Yes",NA,NA,"None","None","Roysambu, Githurai","None"
"2036","ma3route_3_12_TO_3_23_ID201","18:26 Two have already been involved in an accident at car wash just past roysambu outbound. via @mwangikam1","Yes",NA,NA,"None","None","Car wash roysambu","kkkkk"
"2037","ma3route_3_12_TO_3_23_ID202","18:10 Raining heavily in Nairobi, take care     @roadflashke #RoadFlashCam  https://t.co/dWGdJec05x via @roadflashke","No",NA,NA,NA,NA,NA,NA
"2038","ma3route_3_12_TO_3_23_ID203","09:20 #ThikaTraffic411
Two pple seriously injured after an accident at Witeithie estate s~more äˆ¢ https://t.co/cEi8WbEM1X via @ThikaTowntoday","Yes",-1.0655185,37.053372,"None","None","Witheithie estate","Weiteithie"
"2039","ma3route_3_12_TO_3_23_ID204","08:07 FIRE BALL
An accident involving two trucks; one ferrying Lp gas and another ferrying ~more äˆ¢ https://t.co/iU9FdG3DxF via @ODMYOUTH2012","Yes",NA,NA,"None","None","None","None"
"2040","ma3route_3_12_TO_3_23_ID205","08:05 Kiambu Road, imebaki watu wafanyie job kwa mats. It's a disaster via @fef2304515424c5","No",NA,NA,NA,NA,NA,NA
"2041","ma3route_3_12_TO_3_23_ID206","07:38 accident at savanna cement along namanga rd drive carefully via @MutukuMulwa3","Yes",-1.460337,36.9635545,"Namanga road drive","Namanga road","Savanna cement","Savanna cement"
"2042","ma3route_3_12_TO_3_23_ID207","06:57 [Accident]  https://t.co/xJsQrdvxLZ via @BarongoGilbert","No",NA,NA,NA,"None",NA,"None"
"2043","ma3route_3_12_TO_3_23_ID208","06:26 @NtomoDe I hear there is an accident at chyulu hills mombasa rd and the place is on fire. via @Moringit","Yes",NA,NA,"Mombasa road","Mombasa road","Chyulu hills","Chyulu hills"
"2044","ma3route_3_12_TO_3_23_ID209","06:14 An bad accident has occurred at Chyulu hills along the Nairobi- Mombasa highway ignit~more äˆ¢ https://t.co/x1gkdrET9l via @Saumu_Kamsoo","Yes",NA,NA,"Mombasa road","Nairobi-Mombasa highway","Chyulu hills","Chyulu hills"
"2045","ma3route_3_12_TO_3_23_ID210","05:52 @KipWarrior accident in chulu hills and the place is on fire. Truck carrying gas via @clemachoka","Yes",NA,NA,"None","None","Chyulu hills","Chyulu hills"
"2046","ma3route_3_12_TO_3_23_ID211","20:40 Great Rift KCN 889R driving carelessly at Uhuru highway, almost caused an accident. via @allan_kiborek","No",NA,NA,NA,NA,NA,NA
"2047","ma3route_3_12_TO_3_23_ID212","18:11 Now this mechanic is giving my work to small boys and he expects to be paid - Some of the things that causes accidents via @Nyasirwa","No",NA,NA,NA,NA,NA,NA
"2048","ma3route_3_12_TO_3_23_ID213","15:56 Raining cat and dogs at  careful on super high way  https://t.co/qIeA7Ccs92 via @NyeriNews","No",NA,NA,NA,NA,NA,NA
"2049","ma3map_scraped_2407","06:51 Accident at Garden Estate next to Mountain Mall involving two personal cars. Cops already at the scene via @Mukanga","Yes",-1.232427,36.873744,"None","None","Mountain mall","Mountain Mall"
"2050","ma3map_scraped_2410","06:49 Accident on Thika road outside traffic headquarters involving a githurai bus. via @wakariowa","Yes",-1.254323,36.85761,"Thika Road","Thika Road","Traffic headquaters","Traffic headquaters"
"2051","ma3map_scraped_2425","22:17 It's flooded in Ngong, heavy rains since 5pm. Take care guys. via @H_Kameta","No",NA,NA,NA,NA,NA,NA
"2052","ma3map_scraped_2439","20:02 #KBP254K Earlier today this car, driven by a mad person, almost hit us.I was a passenger on a Boda Boda. It had a siren on. @PoliceKE @ntsa_kenya we have allowed every maniac in senior government  https://t.co/25OY7n7yRf https://t.co/T3FMM6hH4z via @bonifacemwangi","No",NA,NA,NA,NA,NA,NA
"2053","ma3map_scraped_2491","16:36 The Mai Mahiu bus accident scene where 5 people are feared dead.  https://t.co/LP4iXGyBb2 via @ThikaTowntoday","Yes",NA,NA,"None","None","None","Mai Mahiu"
"2054","ma3map_scraped_2493","16:28 Accident thika road #Goteana #1FMDriveWithCateRira #MbusiiNaLionTekeTeke         @theCateRira  https://t.co/Y9iRoZY4MO via @PRSA_Roadsafety","Yes",NA,NA,"Thika Road","Thika Road","None","None"
"2055","ma3map_scraped_2506","14:41 @ThikaTowntoday Whats the motive of causing the multiple accidents? via @rickinyanjui","No",NA,NA,NA,"None",NA,"Thika Town"
"2056","ma3map_scraped_2516","14:07 Accident on Kenyatta Avenue around the intersection joining Moi Avenue opposite Naivas supermarket  https://t.co/Vex13Q8gt9 via @AdvocateEdgar","Yes",-1.2832545,36.8235505,"Kenyatta Avenue;Moi Avenue","Kenyatta Avenue,Moi Avenue","Naivas Supermarket","Naivas Supermarket"
"2057","ma3map_scraped_2541","12:16 Accident at Kinungi btn a Northways mat and a personal car. Personal totaled. Police on site evacuating and directing traffic. via @WaruguruMwaura","Yes",-0.805729,36.532477,"None","None","Kinungi","Kinungi"
"2058","ma3map_scraped_2572","10:52 Imagine traveling at 100km/hr and see a piece of log flying off the back of a truck into your windshield. Or being hit by a driver who swerved to avoid a piece of furniture on the road. Sound like frea https://t.co/1AAAkkZdBM https://t.co/jBsiitfXPf via @Chomtweet","No",NA,NA,NA,"None",NA,"None"
"2059","ma3map_scraped_2580","10:44 Ayee @ntsa_kenya is it you guys that allowed these Miraa Traders on Probox to Fly on our Roads?;These guys do not ride on anything less of 180KPH

Its always a disaster in waiting via @HezMureithi","No",NA,NA,NA,NA,NA,NA
"2060","ma3map_scraped_2624","08:46 #KCJ858C Please share and help me get this idiot who just hit me while overlapping on Bunyala road then said there is nowhere i can take him before fleeing. He is insured by Kenya Alliance Insurance @PoliceKE  https://t.co/hmBkiUMqkA via @Chinyonyi","Yes",-1.299545,36.824738,"Bunyala road","Bunyala Road","None","None"
"2061","ma3map_scraped_2656","08:09 Traffic building up outside Naivas Doni .Due to an accident between a city bus and a clean water lorry via @ekkathenya","Yes",-1.2957905,36.886901,"None","None","Naivas Doni (Naivas Donholm)","Outside Naivas Donholm"
"2062","ma3map_scraped_2672","07:44 accident at the junction total petrol station on kapiti rd  https://t.co/PZav4fZYT8 via @litedjlubash","Yes",-1.310409,36.837332,"kapiti rd","Kipiti Road","total petrol station junction","junction total petrol station"
"2063","ma3map_scraped_2698","07:04 The higher the speed of the vehicle, the higher the risk of injury and death for pedestrians  https://t.co/6GXUAzdzBE via @Chomtweet","No",NA,NA,NA,NA,NA,NA
"2064","ma3map_scraped_2708","06:58 An accident just before the airport leaving town (on Mombasa rd). A pedestrian has been hit by a Prado. Life's too short. via @RookieKE","Yes",-1.343995,36.902578,"Mombasa rd","Mombasa Road","airport","just before the airport leaving town"
"2065","ma3map_scraped_2710","06:55 accident at msa road at libra house. Motorbike  police on site via @kamakya_moses","Yes",-1.330991,36.8664425,"msa road (Mombasa road)","Mombasa Road","libra house","Libra house"
"2066","ma3map_scraped_2714","06:47 heavy traffic along Naivasha - Nairobi h/w due to an accident at Rironi. Approach with Caution  https://t.co/kdR3QGWCft via @samuelkamau39","Yes",-1.145417,36.637411,"Naivasha-Nairobi highway","Naivasha-Nairobi highway","Rironi","Rironi"
"2067","ma3map_scraped_2718","06:31 There was an accident at Pangani interchange. It has been cleared though the effect will remain so until later this morning via @AderaJacob","Yes",-1.266615,36.834394,"None","None","Pangani interchange","Pangani interchange"
"2068","ma3map_scraped_2722","06:23 After Pangani moving well into town.Accident cleared.
Be safe stay safe via @VincentAwange","Yes",NA,NA,"None","None","None","Pangani"
"2069","ma3map_scraped_2724","06:20 @NPSOfficial_KE Kiambu Rd kameshikana from Muthaiga......caused by an accident @ Pangani which has since been cleared. .....from there mwendo ni teke teke. via @karuapal","Yes",NA,NA,"Kiambu Rd",NA,"None",NA
"2070","ma3map_scraped_2730","06:05 The accident reported at Pangani has caused heavy traffic on Thika Superhighway. The effect is already serious. Expect delays if you are not there yet via @AderaJacob","Yes",NA,NA,"Thika Superhighway","Thika Superhighway","None","Pangani"
"2071","ma3map_scraped_2733","05:57 Accident at Pangani. Heavy traffic building up from Muthaiga via @NdunguwaMburu","Yes",NA,NA,"None","None","None","Pangani;Muthaiga"
"2072","ma3map_scraped_2736","05:53 Accident just before pangani exchange inbound involving two personal cars. via @samloffee","Yes",-1.270232,36.83662,"None","None","pangani exchange inbound","Pangani Exchange"
"2073","ma3map_scraped_2744","21:50 An accident involving a lorry and a personal car- both overturned at the Ruiru bypass. Police already at the scene. A slight traffic snarl up that will be cleared soon. via @exit_smoke","Yes",-1.164116,36.957625,"Ruiru Bypass","Ruiru Bypass","None","None"
"2074","ma3map_scraped_2747","21:35 accident alert two vehicles collide and overturn at clay works thika road via @bryaux","Yes",-1.212495,36.903013,"Thika Road","Thika Road","Clayworks","Clayworks"
"2075","ma3map_scraped_2757","20:49 Accident Opp Mombasa Cement Sabaki, Involving A saloon Car And 2 FH Trucks via @NtomoDe","Yes",-1.432016,36.962643,"None","None","Mombasa Cement Sabaki","opposite Mombasa cement sabaki"
"2076","ma3map_scraped_2758","20:47 Accident on Thika Superhighway just before the Toll Station (weighbridge) towards Nairobi involving Multiple vehicles, drive Carefully via @kibz7671","Yes",-1.13118,36.982201,"Thika Superhighway","Thika Superhighway","Toll station","Toll Station"
"2077","ma3map_scraped_2782","19:18 @DHLAfrica Your drivers are driving as if those are ambulances. You transport goods not patients who need emergency services. I have noted this for quite a long time now. Please deal. @NPSOfficial_KE via @AderaJacob","No",NA,NA,NA,NA,NA,NA
"2078","ma3map_scraped_2806","18:04 Two narrow minds behind the wheels of a truck &amp; a passenger van, okay, Nissan matatu, fighting for space involved in a minor accident but have blocked the wide Exit 7 Thika Road outbound, opposite Natives. Jam building up. No casualties. No cops. via @mqhlay","Yes",-1.235357,36.872533,"Thika Road",NA,"Natives",NA
"2079","ma3map_scraped_2838","16:23 Matatu accident on Waiyaki Way, I had to be a volunteer...thanks @KenyaRedCross for sending an ambulance via @SoniMuiruri","Yes",-999,NA,"Waiyaki Way","Waiyaki Way","None","None"
"2080","ma3map_scraped_2842","15:44 You guys were saying that @KeNHAKenya shouldn't tow cars that break down on the highway. A vehicle has stalled at ABC, causing a traffic snarl up as far as Deloitte via @iAmWeru","No",NA,NA,NA,NA,NA,NA
"2081","ma3map_scraped_2843","15:43 Accident on waiyaki way at Delta  https://t.co/D4YviS818E via @barronanalo","Yes",-1.265459,36.802701,"Waiyaki Way","Waiyaki Way","Delta","Delta"
"2082","ma3map_scraped_2849","15:31 Accident hapo before ufika delta suites waiyaki way on your way from town via @dennosanz","Yes",-1.2624375,36.7661515,"Waiyaki Way","Waiyaki Way","Delta suites","Delta"
"2083","ma3map_scraped_2850","15:29 Multiple car accidents just outside HH&amp;M along waiyaki way. Expect traffic build up. via @Ngaruthi","Yes",-1.262408,36.7659785,"Waiyaki Way","Waiyaki Way","HH&M (Hamilton Harrison & Matthews)","HH and Mathews"
"2084","ma3map_scraped_2901","09:49 @county_nairobi why didn't th contractor of this road finish their job? It's now an eyesore &amp; health hazard. @MikeSonko  https://t.co/MO4wO4iuXy via @tonynjue","No",NA,NA,NA,NA,NA,NA
"2085","ma3map_scraped_2970","03:33 #IamStillAwake but accident at nyayo stadium roundabout! The driver is safe don't use aðŸ“± when driving  https://t.co/2V7XkL8x4c via @litedjlubash","Yes",-1.304861,36.8263315,"None","None","Nyayo stadium roundabout","nyayo stadium roundabout"
"2086","ma3map_scraped_2971","02:56 Accident at nyayo roundabout.brakes locked  https://t.co/br9nHVjO9B via @stevoDemosh1","Yes",-1.304861,36.8263315,"None","None","Nyayo roundabout","nyayo stadium roundabout"
"2087","ma3map_scraped_2973","23:40 A hit and run body lying on NgongRoad, just near the gate of Impala Club, careful. Have just reported to Police @NPSOfficial_KE  @KenyaRedCross    Law via @jmollel","Yes",-1.300783,36.7691785,"Ngong road","NgongRoad","Impala club","just near the gate of Impala Club"
"2088","ma3map_scraped_2975","22:46 A car has hit a lady on Langata Road just after Amref. Police have arrived but Her body is still lying on the road. via @ArchiePhina","Yes",-1.319269,36.810646,"Langata Road","Langata Road","Amref","just after Amref"
"2089","ma3map_scraped_2988","18:27 @IdirisAli10 This is the second accident on Mbagathi Way just today! via @brianbright_","Yes",-1.308611,36.804687,"Mbagathi way","Mbagathi way","None","None"
"2090","ma3map_scraped_3014","13:16 @KenyaRedCross accident at uthiru jxn Nairobi inbound. Pedestrian knocked down by a speeding car. Could be fatal. via @kareokey","Yes",-1.2606225,36.7168985,"None","None","Uthiru junction","Uthiru Junction"
"2091","ma3map_scraped_3018","12:10 @ThikaTowntoday I saw it yesterday day afternoon. Thought it got of the road either by accident or drunk driving via @boazboss","No",NA,NA,NA,"None",NA,"Thika Town"
"2092","ma3map_scraped_3032","08:45 @ntsa_kenya @NPSOfficial_KE @PRSA_Roadsafety   This kind of behaviour is what is causing accident along mombasa road every night. The police r aware and no action nor warning to the owners of trucks via @FSiphesihle","No",NA,NA,NA,NA,NA,NA
"2093","ma3map_scraped_3056","22:34 Mbagathi road too narrow...... just witnessed one of the Rongai mats slightly overturn at Multimedia Uni..not sure whether there were serious injuries... thanks an ambulance was nearby and helped out... Drivers should be https://t.co/O3epYpu5lm via @brown_wycliffe","Yes",-1.381969,36.770603,"Mbagathi road","Mbagathi road","Multimedia Uni (Multimedia University)","Multimedia University"
"2094","ma3map_scraped_3057","22:25 kan503V maroon Peugeot hit and run at kitengela shalom hospital kitengela.. Bodaboda guy badly hit via @Thogoz","Yes",-1.4353885,36.966056,"None","None","Kitengela shalom hospital","kitengela shalom hospital kitengela"
"2095","ma3map_scraped_3063","21:57 Massive traffic on Mombasa rd jkia junction towards cbd, several cars involved in an accident via @ngats","Yes",-1.331644,36.888107,"Mombasa rd","Mombasa road","jkia junction (Jomo Kenyatta International Airport junction)","jkia junction"
"2096","ma3map_scraped_3069","20:21 VVIPs and emergency vehicles will be allowed to use the BRT via @mutindah","No",NA,NA,NA,NA,NA,NA
"2097","ma3map_scraped_3085","18:26 accident along This Road opposite KU main gate. Traffic momentarily stopped but now inner lanes moving.  https://t.co/IBYbHq7oCC via @frenzyied","Yes",-1.181801,36.936968,"Thika Road","None","KU (Kenyatta University)","opposite KU main gate"
"2098","ma3map_scraped_3086","18:18 As a people face specific issues exacerbating road crashes...  https://t.co/0jyfEJZXid via @Chomtweet","No",NA,NA,NA,NA,NA,NA
"2099","ma3map_scraped_3102","15:48 @KeForestService Punish the destruction of roadside trees in urban areas, that is done by billboard advertisers, then we will know you are serious. See this damage on Langata Road sometime ago  https://t.co/QHhftfjIu8 via @gmosoti","No",NA,NA,NA,NA,NA,NA
"2100","ma3map_scraped_3111","13:58 accident at the junction of museum flyover and muthithi road between a xtrail and matatu causing jam via @crimewatch008","Yes",-1.2735535,36.813109,"Muthithi road","muthithi road","Museum flyover","junction of museum flyover"
"2101","ma3map_scraped_3112","13:40 Accident At Kambiti , Nairobi Embu highway  https://t.co/gyJAhD54WF via @Kushyknight","Yes",-999,NA,"Nairobi-Embu highway","Nairobi Embu highway","Kambiti","At Kambiti"
